Count of combinations
% num: 1048576
dict_keys(['k_10', 'k_12', 'k_2', 'k_9'])
(11, 7, 8, 14): 64
(0, 12, 10, 7): 80
(9, 4, 10, 7): 32
(6, 9, 10, 4): 48
(0, 14, 10, 12): 96
(9, 9, 10, 10): 32
(7, 9, 10, 15): 80
(0, 10, 10, 9): 96
(9, 7, 10, 2): 128
(9, 2, 10, 14): 128
(7, 13, 10, 10): 80
(7, 11, 10, 5): 32
(9, 8, 10, 11): 32
(4, 5, 10, 9): 48
(10, 11, 10, 10): 64
(9, 5, 10, 6): 32
(1, 7, 10, 8): 96
(12, 12, 10, 5): 96
(1, 9, 10, 6): 80
(10, 9, 10, 1): 96
(10, 15, 10, 6): 64
(7, 14, 10, 0): 32
(9, 1, 10, 1): 96
(0, 0, 10, 8): 48
(10, 3, 10, 3): 64
(4, 9, 10, 8): 80
(1, 15, 10, 0): 32
(10, 1, 10, 8): 32
(10, 6, 10, 14): 64
(4, 4, 10, 12): 48
(1, 4, 10, 11): 80
(5, 10, 10, 7): 64
(0, 7, 10, 7): 32
(5, 5, 10, 5): 48
(10, 13, 10, 5): 32
(0, 9, 10, 1): 16
(5, 14, 10, 11): 64
(1, 1, 10, 14): 80
(0, 2, 10, 10): 32
(10, 10, 10, 2): 64
(1, 10, 10, 5): 32
(0, 5, 10, 5): 48
(0, 12, 10, 2): 80
(10, 14, 10, 14): 64
(13, 11, 10, 1): 64
(2, 8, 10, 6): 80
(10, 2, 10, 0): 64
(11, 15, 10, 10): 64
(2, 14, 10, 2): 64
(11, 4, 10, 1): 96
(13, 15, 10, 5): 64
(10, 7, 10, 4): 64
(11, 11, 10, 6): 64
(5, 3, 10, 3): 32
(11, 6, 10, 3): 64
(8, 11, 10, 1): 64
(11, 13, 10, 8): 32
(5, 6, 10, 14): 32
(11, 3, 10, 14): 64
(5, 1, 10, 12): 48
(2, 7, 10, 12): 96
(8, 15, 10, 5): 64
(0, 0, 8, 12): 16
(2, 5, 10, 11): 80
(13, 10, 10, 0): 64
(1, 9, 10, 3): 80
(4, 2, 0, 15): 96
(11, 1, 10, 5): 32
(13, 14, 10, 4): 64
(11, 14, 10, 2): 64
(1, 15, 10, 5): 32
(11, 10, 10, 14): 64
(14, 13, 10, 15): 64
(8, 10, 10, 0): 64
(14, 0, 10, 3): 64
(11, 7, 10, 0): 64
(3, 11, 10, 10): 64
(8, 14, 10, 4): 64
(1, 4, 10, 14): 80
(4, 3, 0, 2): 96
(14, 7, 10, 7): 64
(0, 1, 8, 11): 80
(11, 2, 10, 4): 64
(3, 15, 10, 6): 64
(11, 13, 10, 15): 64
(14, 2, 10, 10): 64
(1, 1, 10, 11): 80
(12, 3, 10, 15): 128
(14, 9, 10, 5): 32
(4, 13, 0, 12): 48
(3, 5, 10, 4): 16
(12, 6, 10, 3): 128
(1, 10, 10, 0): 32
(6, 6, 10, 3): 32
(12, 9, 10, 7): 32
(6, 3, 10, 14): 32
(3, 9, 10, 0): 48
(12, 4, 10, 10): 32
(11, 9, 10, 5): 32
(5, 14, 0, 15): 64
(14, 6, 10, 0): 64
(12, 2, 10, 2): 128
(2, 8, 10, 3): 80
(14, 4, 10, 6): 64
(5, 10, 0, 3): 64
(2, 14, 10, 7): 64
(12, 7, 10, 14): 128
(14, 3, 10, 4): 64
(2, 12, 10, 1): 48
(12, 5, 10, 11): 32
(15, 13, 10, 3): 64
(11, 6, 10, 0): 64
(15, 2, 10, 7): 64
(11, 3, 10, 4): 64
(12, 8, 10, 6): 32
(15, 7, 10, 10): 64
(10, 0, 10, 15): 64
(15, 5, 10, 5): 32
(13, 7, 10, 15): 128
(5, 9, 0, 14): 48
(10, 13, 10, 3): 64
(13, 12, 10, 13): 96
(13, 2, 10, 3): 128
(12, 15, 10, 2): 64
(2, 11, 10, 6): 64
(2, 13, 10, 4): 48
(5, 6, 0, 0): 32
(3, 13, 10, 8): 48
(15, 4, 10, 11): 64
(12, 11, 10, 15): 64
(2, 1, 8, 14): 80
(15, 3, 10, 0): 64
(5, 3, 0, 4): 32
(15, 8, 10, 6): 64
(10, 5, 10, 5): 32
(3, 0, 10, 13): 80
(13, 6, 10, 2): 128
(15, 6, 10, 4): 64
(0, 4, 10, 0): 48
(3, 2, 10, 7): 32
(13, 3, 10, 14): 128
(3, 5, 10, 1): 16
(13, 1, 10, 12): 96
(3, 7, 10, 10): 32
(10, 3, 10, 0): 64
(12, 14, 10, 14): 64
(3, 9, 10, 5): 48
(0, 3, 10, 15): 32
(8, 15, 10, 1): 64
(10, 6, 10, 4): 64
(0, 13, 10, 9): 16
(12, 10, 10, 3): 64
(0, 6, 10, 2): 32
(6, 11, 0, 9): 96
(0, 1, 10, 13): 48
(8, 11, 10, 5): 64
(6, 15, 0, 12): 96
(3, 10, 8, 2): 64
(6, 3, 0, 0): 32
(6, 13, 0, 6): 48
(3, 14, 8, 14): 64
(14, 2, 10, 1): 64
(6, 6, 0, 4): 32
(13, 15, 10, 1): 64
(13, 1, 10, 2): 32
(7, 6, 0, 15): 96
(3, 12, 8, 12): 16
(13, 10, 10, 4): 64
(14, 7, 10, 5): 64
(13, 11, 10, 5): 64
(8, 14, 10, 0): 64
(14, 11, 10, 2): 64
(13, 12, 10, 15): 32
(8, 10, 10, 4): 64
(13, 14, 10, 0): 64
(12, 15, 10, 7): 64
(14, 15, 10, 14): 64
(12, 11, 10, 10): 64
(14, 1, 10, 0): 32
(7, 7, 0, 2): 96
(13, 13, 10, 14): 32
(13, 0, 10, 3): 32
(7, 8, 0, 11): 48
(12, 14, 10, 11): 64
(7, 5, 0, 6): 48
(15, 7, 10, 1): 64
(15, 2, 10, 5): 64
(12, 10, 10, 6): 64
(12, 12, 8, 0): 96
(15, 15, 10, 2): 64
(14, 1, 10, 6): 64
(12, 1, 10, 4): 96
(9, 13, 10, 4): 96
(15, 11, 10, 14): 64
(10, 1, 10, 15): 64
(15, 13, 10, 0): 32
(13, 1, 10, 7): 32
(14, 8, 10, 0): 32
(0, 6, 0, 1): 32
(2, 0, 10, 7): 80
(10, 8, 10, 7): 64
(12, 0, 10, 0): 96
(0, 1, 0, 10): 48
(13, 10, 10, 1): 64
(10, 6, 10, 1): 64
(0, 2, 0, 10): 96
(0, 3, 0, 5): 32
(13, 12, 10, 10): 32
(2, 12, 10, 11): 80
(13, 14, 10, 5): 64
(15, 1, 10, 15): 64
(10, 4, 10, 10): 64
(10, 3, 10, 5): 64
(0, 14, 0, 9): 96
(15, 12, 10, 3): 64
(14, 9, 10, 14): 64
(0, 10, 0, 12): 96
(14, 5, 10, 3): 64
(15, 6, 10, 1): 64
(13, 1, 8, 5): 96
(13, 13, 10, 11): 32
(15, 1, 10, 10): 64
(15, 3, 10, 5): 64
(10, 7, 10, 11): 64
(13, 11, 10, 0): 64
(13, 0, 10, 6): 32
(10, 5, 10, 0): 32
(0, 12, 0, 4): 48
(13, 15, 10, 4): 64
(15, 12, 10, 6): 64
(10, 2, 10, 6): 64
(0, 13, 0, 9): 48
(10, 9, 10, 4): 96
(15, 8, 10, 4): 96
(1, 6, 0, 3): 96
(13, 9, 8, 10): 32
(14, 1, 10, 3): 64
(11, 12, 10, 15): 64
(1, 9, 0, 7): 48
(14, 6, 10, 7): 64
(15, 4, 10, 0): 32
(11, 1, 10, 3): 64
(13, 4, 8, 7): 32
(15, 5, 10, 0): 32
(3, 15, 10, 7): 64
(3, 4, 10, 5): 80
(11, 3, 10, 1): 64
(14, 3, 10, 10): 64
(3, 11, 10, 11): 64
(11, 8, 10, 10): 64
(14, 8, 10, 5): 32
(13, 12, 8, 4): 96
(3, 6, 10, 15): 32
(11, 6, 10, 5): 64
(3, 1, 10, 9): 16
(1, 10, 0, 6): 64
(1, 12, 0, 9): 48
(1, 7, 0, 14): 96
(3, 3, 10, 2): 32
(13, 5, 8, 6): 32
(14, 3, 10, 1): 64
(15, 9, 10, 3): 64
(14, 9, 10, 11): 64
(13, 8, 8, 11): 32
(11, 2, 10, 11): 64
(14, 7, 10, 0): 64
(11, 9, 10, 0): 32
(11, 7, 10, 6): 64
(14, 6, 10, 5): 64
(14, 5, 10, 6): 64
(14, 2, 10, 4): 64
(1, 6, 0, 5): 32
(8, 12, 10, 2): 32
(8, 1, 10, 15): 32
(1, 3, 0, 1): 32
(2, 2, 0, 3): 96
(14, 9, 10, 0): 32
(14, 1, 8, 8): 32
(15, 3, 10, 7): 64
(2, 8, 0, 8): 80
(14, 14, 8, 15): 64
(14, 5, 10, 4): 96
(15, 6, 10, 10): 64
(14, 10, 8, 3): 64
(8, 0, 10, 14): 32
(15, 4, 10, 5): 32
(8, 13, 10, 3): 32
(2, 3, 0, 14): 96
(2, 9, 0, 7): 48
(2, 1, 0, 12): 48
(15, 2, 10, 0): 64
(5, 10, 0, 10): 64
(15, 9, 10, 6): 64
(9, 11, 10, 2): 64
(15, 7, 10, 4): 64
(2, 3, 0, 5): 32
(3, 11, 0, 15): 64
(2, 13, 0, 3): 48
(9, 15, 10, 15): 64
(2, 6, 0, 1): 32
(5, 14, 0, 6): 64
(15, 13, 8, 8): 32
(3, 13, 0, 13): 80
(3, 15, 0, 3): 64
(15, 10, 8, 15): 64
(1, 11, 0, 3): 64
(8, 12, 10, 7): 32
(3, 3, 0, 1): 32
(15, 14, 8, 3): 64
(8, 14, 10, 1): 64
(8, 1, 10, 10): 32
(8, 10, 10, 5): 64
(13, 5, 10, 15): 32
(3, 6, 0, 5): 32
(9, 10, 10, 14): 64
(3, 5, 0, 2): 48
(3, 9, 0, 15): 48
(3, 8, 0, 14): 48
(13, 8, 10, 2): 32
(3, 7, 0, 7): 96
(9, 14, 10, 3): 64
(8, 13, 8, 5): 96
(5, 2, 0, 5): 32
(8, 0, 10, 11): 32
(3, 12, 0, 9): 80
(8, 15, 10, 0): 64
(10, 0, 10, 10): 64
(5, 7, 0, 1): 32
(0, 0, 0, 7): 48
(8, 13, 10, 6): 32
(8, 11, 10, 4): 64
(0, 13, 0, 11): 48
(10, 13, 10, 6): 64
(13, 9, 10, 3): 32
(6, 12, 0, 8): 80
(8, 4, 8, 10): 32
(0, 9, 0, 14): 48
(13, 4, 10, 14): 32
(0, 2, 0, 5): 32
(10, 5, 10, 15): 64
(8, 9, 8, 7): 32
(9, 11, 10, 7): 64
(0, 7, 0, 1): 32
(12, 4, 0, 1): 32
(4, 6, 0, 4): 32
(8, 0, 8, 4): 96
(12, 9, 0, 5): 32
(9, 15, 10, 10): 64
(9, 0, 10, 5): 96
(4, 1, 0, 15): 48
(4, 3, 0, 0): 32
(6, 13, 0, 7): 48
(14, 2, 10, 15): 64
(8, 8, 8, 6): 32
(6, 0, 0, 11): 48
(10, 4, 10, 5): 32
(14, 7, 10, 2): 64
(8, 5, 8, 11): 32
(4, 5, 0, 11): 48
(9, 10, 10, 11): 64
(14, 12, 10, 13): 32
(6, 5, 0, 14): 48
(6, 7, 0, 5): 32
(12, 8, 0, 0): 32
(9, 14, 10, 6): 64
(6, 9, 0, 3): 48
(12, 5, 0, 4): 32
(11, 13, 10, 10): 64
(6, 2, 0, 1): 32
(4, 12, 0, 1): 48
(11, 5, 10, 2): 64
(7, 5, 0, 8): 112
(11, 9, 10, 15): 64
(3, 7, 0, 5): 32
(3, 9, 0, 3): 48
(10, 7, 10, 1): 64
(5, 9, 0, 2): 48
(7, 13, 0, 15): 48
(10, 5, 10, 10): 64
(3, 2, 0, 1): 32
(7, 15, 0, 0): 32
(10, 2, 10, 5): 64
(9, 13, 8, 1): 96
(15, 7, 10, 15): 64
(5, 12, 0, 12): 48
(5, 7, 0, 11): 96
(11, 8, 10, 5): 32
(2, 0, 0, 2): 48
(7, 8, 0, 9): 80
(10, 6, 10, 11): 64
(10, 4, 10, 0): 32
(15, 2, 10, 2): 64
(10, 3, 10, 6): 64
(7, 10, 0, 5): 32
(2, 15, 0, 0): 32
(15, 0, 10, 13): 32
(7, 1, 0, 3): 48
(14, 8, 0, 15): 64
(2, 12, 0, 14): 48
(11, 5, 10, 7): 64
(2, 10, 0, 5): 32
(6, 2, 0, 6): 96
(0, 9, 0, 2): 48
(11, 2, 10, 1): 64
(0, 2, 0, 4): 32
(11, 9, 10, 10): 64
(14, 12, 0, 10): 64
(0, 5, 0, 15): 48
(11, 7, 10, 5): 64
(10, 15, 8, 15): 64
(0, 7, 0, 0): 32
(0, 12, 0, 7): 48
(14, 15, 0, 2): 64
(10, 11, 8, 3): 64
(0, 1, 0, 11): 48
(14, 11, 0, 14): 64
(11, 3, 10, 11): 64
(5, 2, 0, 4): 32
(10, 13, 8, 13): 32
(11, 8, 10, 0): 32
(6, 1, 0, 9): 48
(8, 8, 10, 15): 32
(5, 5, 0, 15): 48
(11, 6, 10, 6): 64
(5, 15, 0, 2): 64
(11, 4, 10, 4): 96
(14, 13, 0, 0): 32
(5, 7, 0, 0): 32
(8, 5, 10, 2): 32
(5, 11, 0, 14): 64
(5, 1, 0, 12): 80
(7, 11, 0, 10): 64
(1, 13, 0, 2): 48
(8, 4, 10, 3): 32
(8, 9, 10, 14): 32
(1, 11, 0, 0): 32
(7, 3, 0, 4): 32
(11, 11, 8, 15): 64
(15, 11, 0, 2): 64
(1, 8, 0, 12): 48
(11, 15, 8, 3): 64
(7, 6, 0, 0): 32
(15, 15, 0, 14): 64
(1, 14, 0, 5): 32
(11, 1, 8, 13): 32
(15, 1, 0, 0): 32
(4, 0, 0, 15): 48
(4, 11, 0, 0): 32
(6, 8, 0, 15): 48
(8, 4, 0, 4): 32
(4, 14, 0, 5): 32
(4, 0, 10, 15): 80
(4, 12, 0, 3): 48
(2, 5, 0, 9): 48
(8, 9, 0, 0): 32
(4, 12, 10, 3): 80
(4, 13, 0, 6): 48
(6, 12, 0, 11): 48
(7, 10, 0, 2): 64
(4, 9, 0, 3): 48
(4, 2, 0, 8): 32
(3, 15, 0, 10): 64
(8, 8, 0, 5): 32
(5, 11, 10, 2): 64
(4, 7, 0, 12): 32
(3, 0, 0, 8): 112
(8, 5, 0, 1): 32
(3, 11, 0, 6): 64
(5, 4, 10, 0): 48
(5, 15, 10, 14): 64
(3, 7, 0, 4): 32
(3, 2, 0, 0): 32
(10, 2, 10, 3): 64
(10, 0, 10, 8): 32
(9, 9, 0, 1): 32
(7, 13, 0, 1): 80
(10, 7, 10, 14): 64
(7, 1, 0, 4): 48
(9, 4, 0, 5): 32
(6, 5, 0, 2): 48
(7, 9, 0, 6): 48
(6, 7, 0, 4): 32
(7, 4, 0, 11): 48
(7, 5, 0, 3): 48
(6, 2, 0, 0): 32
(5, 0, 10, 9): 48
(9, 5, 0, 0): 32
(7, 7, 0, 8): 32
(6, 1, 0, 7): 48
(7, 9, 0, 14): 48
(7, 2, 0, 12): 32
(9, 8, 0, 4): 32
(6, 9, 10, 0): 48
(6, 0, 0, 15): 48
(11, 7, 10, 3): 64
(11, 12, 10, 8): 32
(11, 2, 10, 14): 64
(10, 1, 0, 5): 32
(10, 15, 0, 7): 64
(6, 15, 0, 13): 32
(10, 14, 0, 2): 64
(0, 4, 0, 3): 48
(10, 11, 0, 11): 64
(9, 0, 0, 4): 32
(10, 10, 0, 14): 64
(10, 13, 0, 5): 32
(9, 13, 0, 0): 32
(5, 14, 0, 10): 64
(6, 10, 0, 8): 32
(1, 8, 0, 10): 48
(9, 12, 0, 5): 32
(11, 4, 0, 3): 64
(13, 14, 0, 4): 64
(9, 1, 0, 1): 32
(1, 5, 0, 7): 48
(13, 10, 0, 0): 64
(11, 11, 0, 7): 64
(11, 13, 0, 5): 32
(1, 13, 0, 4): 48
(1, 2, 0, 9): 32
(11, 10, 0, 2): 64
(11, 15, 0, 11): 64
(11, 14, 0, 14): 64
(1, 7, 0, 13): 32
(11, 1, 0, 5): 32
(13, 15, 0, 5): 64
(11, 0, 0, 6): 64
(13, 11, 0, 1): 64
(0, 12, 10, 12): 16
(4, 7, 2, 15): 96
(14, 1, 0, 6): 64
(4, 13, 0, 3): 48
(2, 0, 0, 1): 48
(4, 9, 0, 6): 48
(4, 2, 0, 13): 32
(4, 6, 2, 2): 96
(0, 11, 0, 13): 32
(4, 7, 0, 9): 32
(0, 13, 10, 11): 80
(4, 1, 2, 12): 48
(3, 10, 0, 2): 64
(13, 9, 0, 4): 32
(3, 14, 0, 14): 64
(13, 4, 0, 0): 32
(0, 14, 0, 8): 32
(15, 1, 0, 10): 64
(0, 12, 0, 14): 48
(5, 10, 2, 15): 64
(15, 8, 0, 2): 64
(5, 14, 2, 3): 64
(13, 5, 0, 5): 32
(3, 10, 0, 15): 64
(15, 4, 0, 15): 64
(13, 8, 0, 1): 32
(7, 7, 0, 13): 32
(7, 9, 0, 11): 48
(3, 1, 0, 9): 48
(7, 2, 0, 9): 32
(5, 3, 2, 0): 32
(14, 1, 0, 0): 32
(6, 0, 0, 10): 48
(5, 6, 2, 4): 32
(14, 14, 0, 7): 64
(2, 13, 10, 14): 80
(3, 13, 0, 12): 80
(14, 10, 0, 11): 64
(6, 15, 0, 8): 32
(8, 10, 0, 4): 64
(2, 5, 0, 15): 48
(8, 14, 0, 0): 64
(2, 7, 0, 9): 32
(2, 2, 0, 13): 32
(6, 10, 0, 13): 32
(6, 4, 2, 2): 48
(6, 15, 2, 9): 96
(2, 1, 0, 10): 48
(6, 9, 2, 14): 48
(8, 11, 0, 5): 64
(6, 11, 2, 12): 96
(15, 13, 0, 0): 32
(6, 13, 2, 11): 48
(15, 10, 0, 7): 64
(6, 6, 2, 0): 32
(8, 15, 0, 1): 64
(3, 14, 10, 2): 64
(15, 14, 0, 11): 64
(6, 3, 2, 4): 32
(3, 5, 10, 0): 80
(3, 10, 10, 14): 64
(1, 2, 0, 12): 32
(7, 3, 2, 15): 96
(3, 0, 10, 12): 16
(1, 7, 0, 8): 32
(0, 7, 2, 10): 96
(12, 13, 0, 4): 32
(12, 0, 0, 0): 32
(13, 0, 0, 9): 32
(7, 2, 2, 2): 96
(13, 13, 0, 13): 32
(7, 5, 2, 11): 48
(0, 1, 2, 9): 48
(7, 8, 2, 6): 48
(12, 1, 0, 5): 32
(10, 13, 0, 6): 64
(0, 11, 0, 8): 32
(12, 12, 0, 1): 32
(13, 12, 0, 8): 32
(0, 1, 2, 7): 48
(13, 1, 0, 12): 32
(0, 3, 2, 1): 32
(14, 12, 0, 13): 32
(12, 13, 10, 1): 96
(1, 14, 2, 6): 64
(0, 6, 2, 5): 32
(0, 5, 2, 2): 48
(0, 14, 0, 13): 32
(0, 10, 2, 9): 96
(0, 12, 0, 11): 48
(13, 13, 10, 5): 96
(0, 8, 2, 14): 48
(10, 4, 0, 14): 64
(0, 14, 2, 12): 96
(13, 4, 10, 10): 32
(10, 8, 0, 3): 64
(3, 10, 0, 10): 64
(13, 9, 10, 7): 32
(0, 0, 2, 4): 48
(1, 3, 2, 5): 32
(11, 13, 0, 10): 64
(1, 6, 2, 1): 32
(13, 0, 10, 4): 96
(1, 3, 2, 3): 96
(15, 0, 0, 13): 32
(1, 4, 2, 7): 48
(13, 8, 10, 6): 32
(13, 5, 10, 11): 32
(1, 0, 2, 9): 48
(2, 4, 2, 7): 48
(3, 13, 0, 9): 80
(1, 2, 2, 14): 96
(2, 5, 0, 10): 48
(2, 6, 2, 5): 32
(14, 13, 10, 8): 32
(2, 7, 0, 12): 32
(2, 3, 2, 1): 32
(14, 10, 10, 15): 64
(2, 2, 0, 8): 32
(14, 14, 10, 3): 64
(2, 1, 0, 15): 48
(3, 13, 2, 8): 112
(2, 7, 2, 3): 96
(3, 9, 2, 2): 48
(3, 2, 2, 7): 96
(2, 6, 2, 14): 96
(1, 15, 2, 3): 64
(3, 0, 2, 9): 80
(2, 13, 2, 12): 48
(1, 13, 2, 1): 80
(15, 1, 10, 8): 32
(3, 8, 2, 3): 48
(15, 14, 10, 15): 64
(5, 14, 2, 10): 64
(5, 12, 2, 8): 80
(13, 0, 0, 12): 32
(3, 15, 2, 15): 64
(5, 10, 2, 6): 64
(15, 10, 10, 3): 64
(13, 13, 0, 8): 32
(3, 11, 2, 3): 64
(4, 3, 2, 4): 32
(3, 6, 2, 1): 32
(4, 13, 2, 15): 48
(8, 1, 10, 5): 96
(4, 6, 2, 0): 32
(0, 0, 2, 11): 48
(3, 3, 2, 5): 32
(0, 5, 2, 14): 48
(8, 9, 10, 10): 32
(4, 8, 2, 11): 48
(13, 12, 0, 13): 32
(0, 7, 2, 5): 32
(5, 7, 2, 5): 32
(0, 9, 2, 3): 48
(10, 0, 0, 8): 32
(5, 9, 2, 3): 48
(8, 4, 10, 7): 32
(5, 2, 2, 1): 32
(0, 2, 2, 1): 32
(13, 1, 0, 9): 32
(8, 12, 10, 4): 96
(6, 1, 2, 8): 80
(4, 0, 2, 1): 48
(8, 5, 10, 6): 32
(8, 8, 10, 11): 32
(12, 9, 2, 1): 32
(6, 0, 2, 7): 48
(5, 4, 2, 2): 48
(12, 4, 2, 5): 32
(9, 12, 10, 0): 96
(6, 2, 2, 5): 32
(6, 5, 2, 3): 48
(6, 7, 2, 1): 32
(5, 0, 2, 12): 48
(11, 12, 0, 8): 32
(12, 5, 2, 0): 32
(8, 13, 0, 9): 32
(3, 9, 2, 14): 48
(5, 2, 2, 11): 96
(3, 2, 2, 5): 32
(12, 8, 2, 4): 32
(8, 0, 0, 13): 32
(7, 9, 2, 8): 112
(3, 7, 2, 1): 32
(7, 0, 2, 15): 48
(2, 13, 2, 2): 48
(6, 7, 2, 6): 96
(7, 11, 2, 0): 32
(8, 1, 0, 8): 32
(8, 12, 0, 12): 32
(7, 4, 2, 9): 80
(2, 11, 2, 0): 32
(7, 14, 2, 5): 32
(7, 12, 2, 3): 48
(6, 13, 2, 9): 48
(0, 13, 2, 13): 80
(2, 14, 2, 5): 32
(10, 11, 10, 15): 64
(7, 15, 2, 10): 64
(10, 15, 10, 3): 64
(0, 7, 2, 4): 32
(0, 9, 2, 15): 48
(10, 1, 10, 13): 32
(0, 2, 2, 0): 32
(5, 11, 2, 2): 64
(5, 5, 2, 2): 48
(7, 6, 2, 4): 32
(5, 7, 2, 4): 32
(0, 12, 2, 11): 48
(5, 15, 2, 14): 64
(7, 3, 2, 0): 32
(14, 11, 2, 2): 64
(5, 2, 2, 0): 32
(5, 13, 2, 12): 80
(14, 15, 2, 14): 64
(1, 9, 2, 13): 80
(14, 1, 2, 0): 32
(5, 8, 2, 15): 48
(11, 15, 10, 15): 64
(1, 0, 2, 2): 48
(15, 8, 2, 15): 64
(11, 11, 10, 3): 64
(1, 15, 2, 0): 32
(11, 13, 10, 13): 32
(15, 12, 2, 10): 64
(1, 4, 2, 12): 48
(8, 9, 2, 4): 32
(15, 15, 2, 2): 64
(8, 4, 2, 0): 32
(1, 12, 2, 14): 48
(15, 11, 2, 14): 64
(1, 10, 2, 5): 32
(4, 15, 2, 0): 32
(6, 5, 2, 15): 48
(15, 13, 2, 0): 32
(8, 5, 2, 5): 32
(2, 4, 2, 8): 80
(5, 1, 0, 1): 80
(8, 8, 2, 1): 32
(4, 10, 2, 5): 32
(4, 1, 2, 3): 48
(6, 0, 2, 11): 48
(8, 13, 0, 12): 32
(8, 0, 0, 8): 32
(7, 14, 2, 2): 64
(5, 11, 0, 6): 64
(2, 9, 2, 9): 48
(7, 13, 2, 4): 48
(8, 1, 0, 13): 32
(8, 12, 0, 9): 32
(7, 4, 2, 6): 48
(3, 11, 2, 10): 64
(7, 9, 2, 11): 48
(3, 15, 2, 6): 64
(4, 0, 2, 6): 48
(4, 13, 0, 14): 48
(4, 5, 2, 3): 48
(3, 2, 2, 4): 32
(4, 7, 2, 8): 32
(3, 5, 2, 15): 48
(4, 9, 0, 11): 48
(3, 7, 2, 0): 32
(4, 9, 2, 14): 48
(4, 2, 0, 0): 32
(4, 2, 2, 12): 32
(6, 9, 2, 2): 48
(9, 4, 2, 1): 32
(4, 7, 0, 4): 32
(10, 11, 2, 7): 64
(6, 2, 2, 4): 32
(0, 12, 2, 7): 48
(9, 9, 2, 5): 32
(10, 15, 2, 11): 64
(6, 7, 2, 0): 32
(6, 12, 2, 7): 48
(10, 1, 2, 5): 32
(9, 8, 2, 0): 32
(9, 5, 2, 4): 32
(7, 9, 2, 3): 48
(7, 2, 2, 8): 32
(10, 4, 2, 3): 64
(7, 7, 0, 0): 32
(7, 7, 2, 12): 32
(7, 2, 0, 4): 32
(9, 13, 2, 4): 32
(1, 5, 2, 10): 48
(11, 15, 2, 7): 64
(10, 13, 2, 5): 32
(11, 11, 2, 11): 64
(1, 8, 2, 7): 48
(9, 0, 2, 0): 32
(10, 10, 2, 2): 64
(11, 13, 2, 5): 32
(10, 14, 2, 14): 64
(1, 1, 2, 4): 48
(6, 0, 0, 7): 48
(6, 13, 2, 15): 48
(9, 1, 2, 5): 32
(6, 11, 2, 13): 32
(6, 15, 0, 5): 32
(9, 12, 2, 1): 32
(10, 0, 2, 6): 64
(13, 10, 2, 4): 64
(6, 10, 0, 0): 32
(6, 14, 2, 8): 32
(5, 10, 2, 10): 64
(13, 14, 2, 0): 64
(11, 1, 2, 5): 32
(11, 14, 2, 2): 64
(11, 10, 2, 14): 64
(13, 11, 2, 5): 64
(1, 2, 0, 1): 32
(1, 7, 2, 9): 32
(2, 12, 2, 1): 48
(1, 5, 0, 10): 48
(13, 15, 2, 1): 64
(1, 2, 2, 13): 32
(13, 4, 2, 4): 32
(1, 7, 0, 5): 32
(14, 1, 2, 10): 64
(13, 9, 2, 0): 32
(14, 8, 2, 2): 64
(14, 4, 2, 15): 64
(3, 14, 2, 2): 64
(4, 9, 8, 1): 48
(3, 10, 2, 14): 64
(13, 8, 2, 5): 32
(4, 4, 8, 5): 80
(13, 5, 2, 1): 32
(3, 4, 2, 3): 48
(4, 8, 8, 4): 48
(4, 0, 2, 3): 48
(0, 11, 0, 5): 32
(14, 13, 2, 0): 32
(5, 15, 8, 15): 64
(15, 1, 2, 6): 64
(0, 15, 2, 13): 32
(3, 13, 2, 9): 48
(14, 10, 2, 7): 64
(4, 5, 2, 6): 48
(5, 9, 8, 13): 48
(4, 7, 2, 13): 32
(14, 14, 2, 11): 64
(5, 11, 8, 3): 64
(4, 9, 2, 11): 48
(4, 2, 2, 9): 32
(0, 14, 0, 0): 32
(0, 12, 0, 6): 48
(0, 10, 2, 8): 32
(0, 1, 2, 14): 48
(3, 14, 2, 15): 64
(15, 1, 2, 0): 32
(5, 12, 8, 4): 48
(3, 1, 2, 9): 80
(15, 14, 2, 7): 64
(8, 14, 2, 4): 64
(7, 9, 2, 6): 48
(15, 10, 2, 11): 64
(8, 10, 2, 0): 64
(7, 2, 2, 13): 32
(7, 7, 2, 9): 32
(6, 1, 8, 7): 80
(3, 15, 0, 6): 64
(3, 13, 0, 4): 80
(8, 15, 2, 5): 64
(8, 11, 2, 1): 64
(6, 13, 2, 10): 48
(6, 10, 8, 9): 96
(2, 5, 0, 7): 48
(2, 7, 0, 1): 32
(6, 14, 8, 12): 96
(0, 9, 8, 4): 48
(6, 11, 2, 8): 32
(2, 2, 0, 5): 32
(2, 1, 0, 2): 48
(0, 12, 8, 7): 80
(2, 9, 2, 15): 48
(2, 2, 2, 9): 32
(2, 5, 2, 2): 48
(0, 0, 8, 11): 80
(6, 14, 2, 13): 32
(2, 7, 2, 13): 32
(2, 12, 2, 10): 48
(10, 13, 2, 10): 64
(12, 0, 2, 4): 32
(0, 8, 8, 1): 48
(12, 13, 2, 0): 32
(1, 9, 8, 8): 48
(13, 0, 0, 1): 32
(1, 11, 8, 6): 64
(1, 7, 2, 12): 32
(1, 2, 2, 8): 32
(13, 13, 0, 5): 32
(12, 12, 2, 5): 32
(14, 0, 2, 13): 32
(13, 13, 2, 9): 32
(12, 1, 2, 1): 32
(13, 12, 0, 0): 32
(13, 0, 2, 13): 32
(13, 1, 0, 4): 32
(0, 0, 8, 1): 16
